author,quote
Xander Schauffele,"The U.S. Open was a huge moment in my career. It was one of the biggest stages, and for me to be calm and collected throughout the week and just kind of hang on and tie for fifth was huge for me mentally."
Sudha Kongara,Even now I stay in a small village called Nanmangalam near Pallavaram. The place is so calm and beautiful and it is close to the city too. So I have no problems in living there.
Jan Vertonghen,"I always eat the same thing on game day, or I read a book to calm myself."
Kyler Murray,"For me, playing the game of football, obviously there's a lot of emotions going on. But I always like to keep calm and just be myself."
Alphonso Davies,"You want to learn from everyone, but I think one of the main guys I look up to is Thiago. We play different positions but his awareness on the field, his touches, everything about him is so calm."
John Collins,"I used to be very superstitious, and then I got too much into that. I just try to stay away from all the superstitions that I can and try to get as calm as I can before the game. That's my new superstition: just to get as calm as I can."
Jermell Charlo,"I listen to a pop genre of music to keep the rhythm flowing and sometimes I'll take it back to the old school to keep my mind calm because once you start to listen to so much craziness, it gets hectic."
Sunny Singh,"I am a calm person, and I never lose my composure."
Derrick Favors,"I like how calm and chill it is in Utah. It's a good thing and it's a bad thing. The bad part is, maybe after a big game you want to go out and hang out or whatever, and there's really not too many spots like that in Utah."
Shriya Saran,"God has been kind and I'm blessed to have such a supportive partner like Andrei. I somehow like the word partner more than husband. Because Andrei is like my partner-in-crime, partner-in-fun and everything else. He's really proud of me and my work. Whenever I'm stressed or worried about what I'm doing, he always tries to calm me down."
Pooja Bedi,"I'd be lying if I said that I took it all very calm and cool when my 12-year-old marriage broke up. I did feel angry, bitter, sad, but I didn't let them consume me."
Bojan Bogdanovic,I have to keep calm and work on my shots in practice.
Dean Potter,"With the highlining I'm not blocking out the fear, I'm feeling the fear and absorbing everything that's around me, trying to calm my heart, not hyperventilate and keep it together."
Kiki Bertens,"My confidence has grown so much in the past few years that even when I'm not playing my best, I still feel calm on court and find a way to win."
Jonjo Shelvey,I have tactics that calm me down and mellow me out so I go in to the game calm and ready instead of punching the walls.
Juan Martin del Potro,"Some athletes can change, because it's not easy when you became famous too fast. The money, the pictures, the fans following you everywhere you can have everything you want. There are different temptations every time, but you have to be calm with your focus and your work."
Juan Martin del Potro,"The money, the pictures, the fans following you everywhere you can have everything you want. There are different temptations every time, but you have to be calm with your focus and your work."
Milkha Singh,"I want to tell people that they should always try to stay calm and speak good things, have control over food by adopting healthy food habits, eat less food and exercise daily."
Raj Kundra,What irks me most about Shilpa is that she can get extremely hyper. I ask her to calm down. She's become a lot more placid than before. Any major news and her whole world crumbles in front of her. I'm the calming factor in her life.
Kei Nishikori,"I'm not the loudest guy on the tour for sure. I'm more calm, I think my private too."
Perrie Edwards,"There is nothing better than having people around you who make you feel special, make you feel calm, make you feel normal."
Anthony Johnson,In Sweden everybody is so calm and relaxed. I love it.
Zoe Ball,"In my middle age I seem to love a bit of pastoral telly: 'Countryfile,' 'Springwatch.' I love watching people in nature. It's a moment of calm, it's a moment of meditation."
