author,quote
Kesha,"I am so not a proper, good female. I can't dance in high heels and I'm just so not girly, but then I see these men with these banging bodies, dancing in heels, singing, and having so much fun with so much make-up on. That makes me honestly want to be a better woman."
Karolina Kurkova,Hiking in undiscovered places is a lot of fun.
Ken Griffey Jr.,My mom told me to hang around with the right people. That's what I've been doing. Just taking it easy and having fun.
Marty Robbins,I have so much fun on stage that I should have to pay to get in.
Ashoke Sen,Doing physics is a lot of fun if you like it.
Danny DeVito,"It's fun to be on the edge. I think you do your best work when you take chances, when you're not safe, when you're not in the middle of the road, at least for me, anyway."
Don Cheadle,"The fun for me is to mix it all up. I would actually like to do something as far away from what I've just done, just for my own personal joy and growth, for what I want to do."
Kate Middleton,"When I first visited the Hospice in Milton, I had a pre-conceived idea as to what to expect. Far from being a clinical, depressing place for sick children, it was a home. Most importantly, it was a family home, a happy place of stability, support and care. It was a place of fun."
Christopher Poole,"As a teenager, I used to use the nickname 'Moo' as a moniker online, and then I turned into 'Moot' for fun, which I didn't even realize was a real word at the time, and it just stuck with me."
Anthony Mackie,"I did this movie with Spike Lee called 'Sucker Free City,' and that would have to be my favorite role by far. It was just so much fun to work with Spike and shoot in San Francisco."
Jill Soloway,"Your first job, I tell people I mentor, is managing your affect. Be nice and say nice things. Make it so that the people walk away from interacting with you and say, 'That was fun.' That will make them want to come back and do it again."
Molly Ivins,"Havin' fun while freedom fightin' must be one of those lunatic Texas traits we get from the water - which is known to have lithium in it - because it goes all the way back to Sam Houston, surely the most lovable, the most human, and the funniest of all the great men this country has ever produced."
Mary Wilson Little,There is no pleasure in having nothing to do; the fun is in having lots to do and not doing it.
Lynda Carter,"I sang in bands as a kid. In high school, I was already on the road doing a single. And that's no fun. Then came 'Wonder Woman' and children."
Sebastian Thrun,"Education should learn from the positive side of gaming - reward, accomplishment, and fun."
Lara Spencer,"Flea markets are fun because they are the ultimate treasure hunt. Be open to the fact that you never know what you'll find. The most beautiful, quirky, funny, scary pieces may not have an intrinsic value."
Sunny Singh,We really love decorating the Christmas tree around Christmas and have our little fun by playing Secret Santa.
Paul Allen,"Part of life has to be about enjoying life and having different experiences, especially if you're with friends and you're on an adventure on a boat or a submarine - it's a lot of fun."
Gary Paulsen,"I don't have a favorite author; I have favorite books. 'Moby Dick' is a favorite book, but Melville was a drunk who beat his wife. 'Moveable Feast' by Hemingway, but I would not like him personally. He was a stupid macho person who believed in shooting animals for fun, but that book was incredible!"
Ian Anthony Dale,"A lot of the time, a moral compass is all that separates a hero from being a villain; otherwise, the two are very much the same. Both are generally the richest and most complex characters, and they get to have all the fun. I guess it's those types of roles that I ultimately gravitate towards."
Kyle Kuzma,"I don't go to malls. I've just always been a simple person. I hang out, work out. That's what I think is fun."
Riley Keough,"Honestly, my idea of a fun night out is something like being in the middle of America in a pickup truck with a few friends."
Shawn Ashmore,I think it's more fun to play a hero with an edge.
Lake Bell,"I like my body, I like to have fun with what I put on, but I also want to remain classic. So I guess my signature is sexy and eclectic but classic."
Paul Giamatti,"Lead roles are fun, but I'm especially happy other, more colorful supporting stuff has come along."
Lisa Scottoline,"I am really, I think, truly an easygoing, positive, fun person."
GRiZ,I also think something that makes the whole live performance fun for me is that I love my music.
Rebecca Black,"'Friday' is about hanging out with friends, having fun. I felt like it was my personality in that song."
Eric Bledsoe,"My daughter, she loves gymnastics. I take her to gymnastics and watch her compete. It's fun to see something you have rub off on your kids. My son, as much as I love to get away from the game, he really does love basketball. He just wants to shoot on this little hoop I got him. It's just awesome to see them smile all the time."
Tom Douglas,"It's really fun to have a convection oven, even it if it's a little convection toaster oven. It really changes the way you bake."
Ryan Sheckler,"I don't really have a type. I just kind of hang out with girls that I think have a good personality, know how to have fun, active and definitely have something going on in their life so they are busy so I'm not stuck all the time hanging out."
Ken Follett,"The research is the easiest. The outline is the most fun. The first draft is the hardest, because every word of the outline has to be fleshed out. The rewrite is very satisfying."
Carine Roitfeld,"I'm still like a butterfly going from one job to another job. But it's quite lovely - I hope to keep this freedom, to have fun."
Alex Hirsch,"A lot of the fun of 'Gravity Falls' comes from the secrecy surrounding the plot. We want fans to be able to guess and speculate, to be surprised by twists and be engaged when they get things right."
Paris Jackson,"You can be, like, a totally different person on camera, and it's fun. You can take on another character, and it's awesome."
Ashley Roberts,"I like to mix influences from different eras, like maybe '70s bell-bottoms, something fun from the '80s, or a bit of '90s grunge."
Brandon Flowers,"People misinterpret my emotions towards Nirvana because I've said things about how something happened with grunge that took a little bit of fun out of things. It's no offense to Nirvana; they were one of the greats, obviously. But something died there, too, and we haven't quite gotten the groove back."
Kriti Sanon,Sudheer Varma is very easy going and very confident director. He knows exactly what he wants. He has a very good vision and knows how many shots he wants for a scene. He is super fast. He gives freedom for actors to try different things. The atmosphere on the sets was never serious. We had great fun working together.
Feist,"So, I'm on 'Sesame Street,' walking around with all these monsters, Elmo and his buddies, a whole bunch of chickens, a whole bunch of penguins and a number four dancing about. It was just pure joy, simple, ridiculous fun, stupid joy. There's no irony. 'Sesame Street' is just a crazy great place to be."
Marsai Martin,I usually go home and go to sleep; that's what I do for fun.
Kirstin Maldonado,A miserable karaoke experience is when people are trying really hard and trying to show off. You have to just be chill - that's what makes karaoke fun.
Estella Warren,"It's hard to go with a trend. As soon as it's out, everyone picks it up. It's important to stay true to yourself. Have fun with fashion instead of letting it dictate."
Alma Guillermoprieto,"I love food and I love everything involved with food. I love the fun of it. I love restaurants. I love cooking, although I don't cook very much. I love kitchens."
Grace Helbig,We're all going to die someday - we might as well have fun.
Jim Gaffigan,"There's something that's really fun about the challenge of making the mundane funny, too, I think."
Nancy Horan,"So this was the big secret historians keep to themselves: historical research is wildly seductive and fun. There's a thrill in the process of digging, then piecing together details like a puzzle."
John Green,"When you're writing a novel, you spend four years sitting in your basement and a year waiting for the book to come out and then you get the feedback. When you do work online, the moment you're finished making it, people start responding to it which is really fun and allows for a kind of community development you just can't have in novels."
Kyler Murray,"Christmas time, you're at home with your friends and your parents. You sit down around the table and just play Scrabble. It's a fun game for me."
Serinda Swan,"I pole-dance. I do. I do it at an aerobics center. Having done gymnastics for 13 years, I find it's one of the only things where I can still use my core and all my muscles. Plus, it's fun: You're a girl, and you get to dance around a pole!"
Antonio Brown,"Anytime you get an opportunity to put more fun into the game, that's good. I've got a lot of positive energy."
Taika Waititi,"Shooting a movie should be fun! It's not a real job. It can be hard, but at the end of the day, we're dressing up and playing pretend."
Guru Randhawa,Punjabi songs are fun. They help to cheer up the environment and the mood.
Canelo Alvarez,"I was made fun of at a young age. I would fight a lot in the streets, and it has a lot to do with the way I am today. It helped my development as a fighter, but what can I say?"
Alexandra Petri,"Being a person of faith is just another of a wide range of fun activities available to those who come to Harvard. When Harvard boasts to admitted students of its more than 40 religious groups, it does so in the same vein that it boasts of its nearly dozen a cappella groups."
Lucas Neff,"That honeymoon phase is so much fun in real life, when you meet and discover somebody new and fall in love and chase them. The pursuit. And that climactic final moment of ultimate togetherness."
Blake Lively,"I wear a lot more glitter around the holidays, so I'm always wearing different glitter nail polish or fun metallic eye shadow. It's the holidays - everything is more twinkly and celebratory."
Eddie Guerrero,"The twenty minutes or more we spend inside the ring, that's the fun part. It's the rest of our lives that's the real battle - the ruthless backstage politics, the constant traveling, the endless mental and physical aches and pains."
John Cleese,"Now most people do not want an ordinary life in which they do a job well, earn the respect of their collaborators and competitors, bring up a family and have friends. That's not enough any more, and I think that is absolutely tragic - and I'm not exaggerating - that people feel like a decent, ordinary, fun life is no longer enough."
Giada De Laurentiis,The holidays stress people out so much. I suggest you keep it simple and try to have as much fun as you can.
Miranda Hart,"I wanted to be a farmer's wife. I thought it would be quite fun to wake up of a morning, collect eggs and have sheep and pigs as pets. I know now that it would also involve having to sleep with the farmer, but at the time I wasn't thinking about the sexual implications - I was 11."
Becki Newton,Glamour is fun! Spending time to get ready isn't about being fussy; it's about taking care of myself.
Don Tapscott,Don't have work-life balance - at least in the sense of trying to escape from work so you can have a life. Work should be fun - so make work enjoyable and satisfying for everyone - among other reasons because it pays off.
Kelsey Chow,"It's fun to get away from myself for a while when I take on these roles that have very different personalities from my own. I get to say things I normally wouldn't say or act in ways I normally wouldn't act. After all, such roles are more challenging because you really have to immerse yourself in the character."
Charles Woodson,"Father Time is definitely undefeated, that's for sure. But does it feel good to have some people eat their words about what they said about me as a player? Yeah, that's fun."
Malcolm Forbes,It's more fun to arrive a conclusion than to justify it.
Nina Dobrev,"Part of life and part of the enjoyment of life is a croissant and a chocolate cake and eggs and milkshakes and oatmeal. There's so many things, you have to learn to appreciate it all. When I don't eat as much as I should, I'm not fun to be around; I'm fussy."
Sheldon Lee Glashow,"Chemistry is good for fun - it's like baseball. It has its role for small children, but I can't see an adult being concerned with it."
Michael Carbonaro,"A lot of people have experimented with hidden cameras and magic before. What I do, which I think is different from any other style of prank or hidden camera, is that it's all fun. It's back to that kind of fun that 'Candid Camera' was. It's not mean-spirited at all. It's a joyful kind of play with people."
Al Feldstein,"I used to say, 'Mad' takes on both sides.' We even used to rake the hippies over the coals. They were protesting the Vietnam War, but we took aspects of their culture and had fun with it. 'Mad' was wide open."
Peter James,"There are people who can achieve huge success in life, while adding a bit of fun and a splash of colour to this increasingly grey world."
Ranveer Brar,"Food should flirt with the palette. If the food doesn't flirt with your palette, then it's not fun enough."
Fortune Feimster,"People know who I am or are fans of 'Chelsea Lately,' and that makes my shows more fun. People know I'm silly and are on board with what I'm bringing to the table. I see the boyfriends who got dragged to the show by their girlfriends, and by the end, they're laughing harder than anybody. That's the best feeling: 'I knew I was going to get you.'"
John Grisham,"Twenty years on, the books are still fun to write and I've still got lots of stories I want to tell, mainly about social injustice and people chewed up by the system."
Donovan Mitchell,"People make fun of Utah nightlife, but it's actually dope. I love it."
Dick Van Dyke,"The years have been just full of surprises for me, and a lot of fun."
India de Beaufort,"School was rough for me. I was a good student in middle school, but high school wasn't so fun. I still pulled through, though! I excelled in art, fashion, history and English literature - anything creative. Math and science I struggled a bit more in."
Tom Hardy,"Fame and stuff like that is all very cool, but at the end of the day, we're all human beings. Although what I do is incredibly surreal and fun and amazing and I'm really grateful for it, I don't believe my own press release, do you know what I mean?"
Lindsey Horan,"Covid time was not a fun time, I'll say that much. There was probably a week and a half there that was pretty miserable. And obviously I wouldn't want anyone to have to go through that."
Mark Duplass,"When you're improvising, it's fun to find something that you can lean on that is similar to your life experience. In my opinion, that's very helpful."
Sasheer Zamata,"I just followed the fun. I just followed the things I was really interested in, and it turned out to be what I needed to do."
Akiva Schaffer,"'The Watch' is first and foremost a comedy, but since I got to shoot the film using elements from the sci-fi genre, I wanted to make sure the alien didn't look goofy. I got to make a real alien that looks dangerous. That was a big plus for me because I got to do something really fun and cool."
Frederica Mathewes-Green,"Somehow we just don't make the same boisterous fun of Holy Week that we do of Christmas. No one plans to have a holly, jolly Easter."
James Cromwell,'Barney Miller' was a lot of fun. I'm very fond of Abe Vigoda. Most - a lot of people on that cast - I really liked.
Carson Wentz,"I listen to worship music before the game to calm my nerves and just go out and have fun. It's a game, and I try to enjoy it."
Benjamin Cohen,"And although I like to relax and have fun, my passion is my work."
William Morris Hunt,"There's lots of fun in this world, after all. And if there isn't, there is in the next. And we're going there, sure."
Alejandro Jodorowsky,I like Hollywood movies. I like them like I like to eat scrambled eggs; I like them for fun.
Nina Dobrev,"I've reached a point where I'm comfortable in my own skin, and I do what I need to do, to feel good, but I'm built the way I am. The dancer's feet, the bruises on my legs, they're not going to go away. I think real girls have bruises. Tough chicks get bruised. They get dirty. And they have fun."
Tye Sheridan,"When I was shooting 'Mud,' every day was my favourite! I had so much fun on this film and loved working with all the cast and crew! It was a great experience."
Dean Devlin,"There are three things that I'm addicted to when it comes to entertainment. In no particular order, One, I'm addicted to the cheer moment. 'Librarians' has plenty of them. Next, I feel that life is hard, and I want my entertainment fun, and 'Librarians' is fun as a Christmas party. And third, I like to be moved."
Tracie Peterson,"I've actually traveled quite a bit with various authors. Judith Miller and I toured the highlands in Scotland with Liz Curtis Higgs, and that was incredible fun. However, I love going with my husband, who - although he is not a writer per se, he is a historian and can give me a lot of insight on various historical locations."
Aldis Hodge,"As far as playing different characters within the character, I think that's fun. Very rarely, on TV, do you get to do that on such a regular basis."
Carol Burnett,"I very much enjoyed doing 'Law & Order,' playing a killer - that was fun, and they had a family feel around the set, so it was a happy show to do even though the subject matter was quite the opposite."
Henry Winkler,"I always catch and release and don't even eat trout. I think they are so majestic. I won't eat a trout even in a restaurant. They are beautiful and so much fun, and they give me such joy to catch them that it is my pleasure to take a picture with them, give them a kiss, sign a laminated autographed picture and put it in their mouth."
Brandon Ingram,It was fun getting my feet wet on an NBA floor.
Paul Di Filippo,"Steampunk, the repurposing of Victorian culture and technology for contemporary fun and profit, is so ubiquitous - in media, books, fashion, music, cosplay, and maker culture - that we tend to imagine its superficial aspects are all that define it."
Lecrae,"When I hung out with my Uncle Chris, things got real. He was fun, talkative, and loud. He was the life of the party and a magnet for mischief. Since he saw the world through a gangsta's lens, he wanted me to become tough and aggressive."
Yvonne Orji,"I grew up in a place called Port Harcourt, Nigeria, the youngest of four. What I remember most about Nigeria was the ease. I would play by the pool, have fun with friends."
Dion Waiters,I'm a fun person to be around.
Matthew McConaughey,"Any artist, the work you do, if it's a painting or if it's a performance, you hope it translates to a common denominator with the people that they see something in their own life in there. Or they see something in somebody else's life. That's what's fun about sharing art."
Lewis Grizzard,"'Redneck' has been terribly abused as a term. Where I come from, a redneck was a farmer who worked the fields all day and got his neck sunburned. People made fun of them."
Gregg Wallace,"Picnics enable you to be outside, eat fun finger-food and enjoy that greatest of pastimes: People-watching."
Missy Elliott,"A lot of people don't know that before the artist, I wanted to be a writer and producer. That's always been a love of mine. Its easy for me to do it on myself, but it's fun to create for someone else."
Darby Stanchfield,"Kerry Washington is the most fun: she cracks me up! Everyone talks about how drop-dead gorgeous, smart, and fashionable she is, and she is all of that, but I must add she's the hugest goofball. She has the best sense of humor and lightheartedness that makes coming into work every day so delightful."
Garry Marshall,"I am a total believer of making the process a good time - make it memorable, have some fun, try to shoot high in your quality and then don't get crazy, see what happens."
Hilary Rhoda,I've never had a specific style philosophy. I wear what I know works on me and I'll play around with accessories or some other fun additions for the outfit.
Adrian Grenier,"Because when you go out, and you have fun, basically you're performing for these tabloid outlets and the paparazzi. And when you perform and create this story, they're chuffed - they get excited, they capture it, and they put it out."
Christian Siriano,"Shoes are a big part of your look. I think that if your outfit isn't really something special, then fun footwear is a great way to jazz it up and make your ensemble more interesting."
Mike Myers,"And I thought, when I have kids, that's the sort of well told, silly, and fun fairy tale that I would want to take them to. But it was an amazing experience. And I think Shrek is a real classic, a fairy tale classic."
Peter Higgs,"I'm a great admirer of 'The Simpsons.' It's very surprising because it's backed by a right-wing television company in the U.S., and quite often it's poking fun at the people who would be its audience."
Jonathan Franklin,"Getting to Valle Nevado is half the fun. A serpentine road from Santiago wriggles up the spine of Andean peak for an hour, then traverses a valley and finally up again. The hotel is perched on a rugged mountain crag at 3,000m: no other sign of human development is visible from this spot, which is close to the Argentinean border."
Drew Goddard,"I tend to fall more into the fun horror genre than the traumatic horror genre. I love the films where you're laughing as much as screaming, but that doesn't mean I don't like the other ones."
Michael Moschen,"Now, juggling can be a lot of fun; play with skill and play with space, play with rhythm."
Jason Sudeikis,It's fun to play the type of people you dislike.
Mardy Fish,The truth is you want stress in your life. You don't want an actual anxiety-free life. What would the fun be there?
Jana Kramer,I would love to do a duet with Tim McGraw. I think that would be fun.
Rachel Hunter,"It was all about flying round the world, working hard, being on the cover of Vogue, making money. It wasn't fun. It was exhausting, but I was young and convinced I knew best."
Kid Rock,There's no way anyone in the world is having more fun than I am. I truly believe that.
Mike Gallagher,"When you get John McCain going about the war against terror, he comes alive. That's when it gets fun. He rattles off the statistics, he showcases his wealth of military experience, and he doesn't recognize the concepts of defeat or surrender."
Lauren Graham,"My time at Barnard was fun but stressful. I transferred there from the acting conservatory at NYU, and my Rolling Around On the Floor Pretending to Be a Lion classes didn't translate into many academic credits."
Ray Liotta,"Acting is playing pretend, playing a children's game at an adult level, but with children's rules. It's fun to play bad guys. I've never been in a fight in my life, so it's fun to play something that's different."
Essie Davis,"'The Custodian' was my first film, and there were so many lessons to learn in that week. It was really fun, but for me, I look at it as a training film, and I'm not really proud of my work in it."
Tasha Smith,"I'm a black woman who loves hair. I enjoy changing my hair, having fun with it - just hair! I go from braids, to weaves, to wigs, to natural hair."
Johnny Gargano,"Johnny Wrestling, to me, isn't just a cool nickname or a fun thing for the crowd to chant. To me, it's a state of mind, and it's just who I am. I first stepped foot in a wrestling ring when I was 8 years old."
Dick Van Dyke,"I've been talking about retiring for years. It's my standard answer to the question, 'What are your future plans?' The truth is, I'll always want to do things that are worthwhile or fun."
James Bay,Being exhausted is all part of the fun. I'm cool with it. I'm not going to wish that it would slow down.
Maureen Dowd,"I feel like I owe it to the readers to try to pull back the veil and give them the honest version of what's going on. But it's not more fun. If Obama, as he does sometimes already, gets a little snippy with me about something I've written, you're thinking, 'Oh God, the president of the United States is already annoyed with me.'"
John Lithgow,"I'm a fun father, but not a good father. The hard decisions always went to my wife."
Steven Crowder,"Sadly, marriage has become a punchline in today's society. From referring to the wife as 'the old ball and chain' to nearly every poorly written sitcom that we watch, the message we're sending to today's generation is clear... Marriage = no fun."
Mike Krzyzewski,Fun is to experience things you would not have been able to experience in any other setting.
Christie Hefner,"My father has always enjoyed games... always with a combination of the fun and social side of it, but also always highly competitive."
Philip Roth,People are unjust to anger - it can be enlivening and a lot of fun.
Emma Watson,"I don't have makeup on all the time, but when I want, I have fun with my friends choosing clothes and putting nail polish on."
Adam Neumann,"When I started at Baruch in January 2002, I was almost 23 years old. I'd previously spent five years as an officer the Israeli Navy. I did what I thought you were supposed to do at that age - a little studying and a lot of trying to have fun."
Jim Harrison,The old fun thing is when somebody typed up the first chapter of War and Peace. And then made a precis of the rest of it and sent it out and only one publisher recognized it.
Ivanka Trump,"Instagram is my favorite! It's interactive and a fun way to stay connected to my friends, family and fans. I love posting photos from family trips, property visits, previews of my collections, everything!"
Dwayne Johnson,"My philosophy is, it's always very rewarding when you can make an audience laugh. I don't mind making fun of myself. I like self-deprecating comedy. But I'd like you to laugh with me occasionally, too."
Kendall Jenner,Every girl loves posing in her underwear. It's always fun to do that.
Sid Meier,Our approach to making games is to find the fun first and then use the technology to enhance the fun.
Alessandra Ambrosio,"And my daughter really likes Justin Bieber, so I think she'll have fun watching him. But I think Rihanna is the perfect match for the Victoria's Secret show because she's really beautiful, she's really sexy, and she's really talented."
Michael Smith,"In 1986, I was asked by the then-Dean of Science at the University of British Columbia, Dr. R.C. Miller, Jr., to establish a new interdisciplinary institute, the Biotechnology Laboratory. I decided that it was time for me to start paying back for the thirty years of fun that I had been able to have in research."
Jane Krakowski,"My parents were involved in community theater in New Jersey. Instead of hiring a baby sitter, they would take me with them. So my love of acting seeped in from watching my parents and seeing them having fun."
Bode Miller,"We should tell our kids to just have fun, participate and not get bent on winning or losing. But every coach, when they say that, they say it tongue in cheek, 'Don't worry about winning': If you win I'll get you ice cream, but if you lose I'm going to pout in the car."
Terry Funk,"In ECW, hardcore wrestling wasn't done just for the fun of it. It was done for a purpose, for a reason. And for me, it was done to exist and produce a revenue for my family."
Holly Holm,"When I don't have a fight scheduled, training is even more fun. I can come into the gym and work on stuff that isn't generated for a specific game plan. I can just play around with it and have a good time. I never want to get to the point where I'm sick of it."
Steven Gundry,"Nothing is worse than washing a head of lettuce or greens, then trying to blot the water with paper towels. A salad spinner lets you rinse, then spin all the water off completely. Plus, it's fun to use."
Jurnee Smollett-Bell,I started shooting 'The Defenders' two days after I wrapped' Friday Night Lights.' I was doing research for 'The Defenders' throughout - interviewing lawyers and sitting in courtrooms just to watch - but there's something fun about throwing yourself in the water and learning by doing.
Tom Douglas,"Often we eat squid fried, so it's fun to grill it for a change. To grill squid, slice the cleaned bodies open into two flat pieces and thread them, along with the tentacles, onto skewers, then grill quickly over a direct fire with the coals as close as possible to the grate, turning the squid several times."
Nicole Kidman,"I would describe myself as emotional and highly strung. If something upsets me, it really upsets me. If something makes me angry, I get really angry. But it's all very upfront. I can't hide it. I'm also loyal and I hope I'm fun."
Austin Seferian-Jenkins,"I'm me: I'm a fun, easy-going guy that likes to work hard, who's very driven and determined."
Adam McKay,There's nothing more fun than making fun of what's sacred.
Thomas Newman,"The fun for me musically is that you never quite know what works and why. So why pretend you do? Why not just put things together and discover, in the creative process, if and why they work? That approach has served me well."
James Cagney,"I got a part as a chorus girl in a show called Every Sailor and I had fun doing it. Mother didn't really approve of it, through."
Jrue Holiday,Guarding Kevin Durant - that's fun for me.
Chris Squire,"'Drama' was put together quickly; there were a lot of intense, 16-hour days. Despite the pressure, it was a lot of fun, and the end result was an album I'm very proud of."
James Blunt,We are in the entertainment business. This should be fun. We are musicians; we don't save lives. We shouldn't... we shouldn't take ourselves too seriously or be revered that much.
Woody Hayes,The bowl games are only supposed to be a fun reward.
Gene Tierney,"I dated dozens of young men, had fun with all, made commitments to none."
Lita Ford,"But duets are a lot of fun, I'd love to do another one."
Aaron Lazar,"I went to the opening of 'Sister Act,' and I had such a great time. I had no idea what it was about, and I had never seen the movies. But I heard the show went through some major last-minute craziness in previews, and man, opening night was really fun and really entertaining."
Wes Ball,"I always wanted to do a very fun, adventurous kind of car chase, and the opening of 'Ruin' is essentially like the 'Star Wars' trench run."
Laurie David,"It's easy to get good table talk going if you have a little help in the form of questions, games, newspaper articles, books with fun statistics, things like that."
Bobby Orr,"Minor sports in the community is fun and recreation for everyone, not just the elite. I think back to my days in minor hockey and those are my fondest memories, having fun."
Tommy Ramone,"It was never fun being in the Ramones, which is the saddest thing of all, cause it shoulda been fun. It was probably fun when we played Performance Studio, and maybe some of the early gigs at CBGB's. But the Ramones were the type of group that had a bizarre mindset. Being in the band was so cut off from reality."
Bill Griffith,Are we having fun yet?
Alvin Lee,"I've always been much more of a guitar picker, but I began to feel forced into a position of being the epitome of a rock & roll guitarist. Originally, TYA wanted to make it without having to compromise to pop. It worked for a while, but after five or six years, the fun went out of it for me; a lot of the music went out of it."
Missy Elliott,"It feels different.... When hip-hop was beginning for me, people weren't making the kind of money that they make now. It was for the love of doing it and having fun with it."
Thom Filicia,Mean people are no fun.
Kim Petras,"I love Bob Marley so much. Honestly, all of Madonna's discography. She has so many amazing, fun songs. Or Cyndi Lauper. The thing is, at the same time, I also love listening to Lana Del Rey all the time, the saddest thing you can do to yourself."
Lil Yachty,"I'm half-and-half on school. I had fun in grade school, but when I went to college, it was the worst place I've ever been in my entire life."
Elton John,"I do like Britney Spears. I think she's cute. I think she's fun. And I like her records. You know, I'm not a pop snob whatsoever. I think she makes great pop records."
Alex Borstein,Television and film acting is really fun because you are working with other people and you are not completely responsible for the outcome of the project.
Kawhi Leonard,"It's definitely fun when you're able to translate your practice into the game. It's fun, and you know that your hard work paid off."
Mads Mikkelsen,"I don't necessarily prefer playing villains. I know a lot of people say they are more fun, but if the scriptwriter has done their work well, you can find something realistic in a villain and find the mistakes in a hero - it's all down to the writing."
Ashley Nell Tipton,It was really important for me to create fun and trendy pieces for the plus-size market.
Bill Skarsgard,I worked with Lady Gaga for a day on a video shoot. It was crazy; we had a lot of fun. I had a great time.
Jillian Hervey,"I love a lot of the '70s singers: Pam Grier from the 'Foxy Brown' movie, Diana Ross, Tina Turner. They've always been able to embrace their hair, and they've never been afraid to take risks and go all out and make it thick and fun and a statement at the same time."
Todd Gitlin,"Like Americans, people outside America want fun, want an emotional compensation for the utilitarianism and calculation that mark the rest of their lives."
Jose Andres,Eating has to be fun.
James Maslow,"Look, every guy is nervous when they talk to girls, but I find that little bit of nervousness to be kind of fun."
Heath Ledger,I love acting and I have a lot of fun.
Reba McEntire,"I use all my skills that I can muster up, but the fun thing is that I find some untapped skills every once in a while. I get that from my daddy."
Akshaye Khanna,Being single has its own advantages and it's a fun thing.
Tobias Forge,"I'm a big fan of a lot of prog music. As a record collector as well, I won't throw anybody or any band under the bus, but a lot of the records are fun to collect, are not necessarily very good. There are a lot of prog bands out there that it's a really cool record, but it's, like, not really there."
Bez,"I'm getting on a bit, don't know what I'm going to do, no pension pot and the prospect of growing old in the city, well... So I met these people a few years ago doing community type of living, land sharing, living in a community way. You can live on next to nothing. It's about living the social life but keeping the party going and have a bit of fun."
Melanie Martinez,"Growing up, I always took things too personal and was very emotional, and I got made fun of for it."
Zooey Deschanel,"I always choose roles that are, you know, hopefully different from the last role. I don't wanna do the same thing over and over again because that's, well, first of all that's no fun."
Jillian Michaels,"Make 80 percent of the food you eat healthy, then take 20 percent of your daily calories and make them fun."
Carmella,"When I was in NXT, I never wrestled on a TakeOver. I didn't have too many high-profile matches: I probably wrestled about 10 matches in total on NXT TV, including the one championship match against Bayley, which was so much fun and my favorite match in NXT."
Carrie Brownstein,"At its core, kitsch feels like something less than art; it panders to the middle and is flagrantly anti-art, though it often apes or references art. This referential, ersatz quality is why it's so fun to collect."
Ronda Rousey,"When I was in school, martial arts made you a dork, and I became self-conscious that I was too masculine. I was a 16-year-old girl with ringworm and cauliflower ears. People made fun of my arms and called me 'Miss Man.' It wasn't until I got older that I realized: These people are idiots. I'm fabulous."
Fatima Sana Shaikh,"Although I started off as a child artist, I left acting in between, as I felt that I was missing the fun of school days. But a little later, I became keen on acting again and started going for auditions."
John Malkovich,"Well, I like to have fun at work."
Shawn Bradley,"I have had a very fun, positive experience in seminary. It's taught me a lot."
Christopher Guest,"The fun part about doing our movies is that you're creating something using the talents of people rather than finding these pathetic people who are thrust into these situations. That, to me, is completely artless."
Ruth Porat,I stayed at Morgan Stanley for 27 years because it was fun. I kept learning.
John Cassavetes,"There is no reason why a serious film, one about life, can't be enjoyable, maybe even fun. Emotions can be very entertaining, you know. I try to use them generously in my films."
Giancarlo Stanton,"Yeah, I'm financially good for the rest of my life - great. But I'm not trying to come here, get my butt kicked for 10 years, and go home to a lavish lifestyle. That's not fun for me."
Adam McKay,Nothing is more enjoyable for me than when I'm watching a movie or a TV show and there's that sense that anything can happen. It is the most fun feeling in the world.
Carl Honore,"'In Praise of Slowness' chronicles the global trend towards deceleration that has come to be known as the Slow Movement. Don't worry, though: it is not a Luddite rant. I love speed. Going fast can be fun, liberating and productive. The problem is that our hunger for speed, for cramming more and more into less and less time, has gone too far."
Paul Krugman,I admit it: I had fun watching right-wingers go wild as health reform finally became law.
Charlie Puth,"I don't love the whole Hollywood mentality, but I do love the weather and how motivated everyone is around here. It motivates me to make fun music."
Mackenzie Astin,"I technically have two last names, which is a lot of fun when you're making airline reservations."
Michelle Obama,"I tried to be a serious student and not procrastinate, but I was still somebody that would be described as somebody who liked to have fun, too, and go to the occasional party - or two or three."
Charles Dance,"I had a stammer through adolescence. Any fun I'd had performing in school plays disappeared and only came back at 18, when the stammer started to go. Then I thought: 'Well, perhaps I can show off now.'"
Carrie Ann Inaba,I love fresh fruit and vegetables. I'm not a strict dieter. I don't think that anything in life should be so regimented that you're not having fun or can't enjoy like everybody else. Just know that fresh food is always going to be better for you.
Harvey Ball,There are two ways to go about it. You can take a compass and draw a perfect circle and make two perfect eyes as neat as can be. Or you can do it freehand and have some fun with it. Like I did. Give it character.
Prabhu Deva,It's fun matching steps with younger actors. It gives me the confidence to keep going.
Alice Cooper,"That's like making fun of a maniac because his brain isn't completely right, because he isn't in the norm."
Jake Tapper,It is empirically indecent to make fun of the disabled... That's just indecent.
Ashton Kutcher,"The truth is that I'm an idiot. I am. I don't do things by the rules sometimes. I say things that I probably shouldn't say. I push buttons. I deserve to be made fun of. And I feel like, as soon as you can make fun of something, it instantly removes the fear."
James Denton,"It slows down grocery shopping, because so many women at the store watch the show. I always end up talking to two or three people every time I go to Ralphs. It's fun."
